created_at,text,cleaned_text,processed_text
2024-12-02 14:48:58+00:00,"@CyclesWithBach The friend mentioned by the teacher before

@ahmedyoussefbad 

After following him, I found that he shared stocks for free every day. I followed his advice and bought the same stocks and made a profit of $60,000.

Thank him very much"," the friend mentioned by the teacher before

 

after following him i found that he shared stocks for free every day i followed his advice and bought the same stocks and made a profit of 

thank him very much",friend mentioned teacher following found shared stock free every day followed advice bought stock made profit thank much
2024-12-02 14:48:58+00:00,"@AltCryptoGems @TheSandboxGame @CoinMarketCap Also follow this guy @qudsiakhan100

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing.","   also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:56+00:00,"@DSPetolicchio @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:55+00:00,"@rajeshsawhney @MadhusudanKela India unlike East Asia/China is not a drinking society. Also in the US, alcohol amongst genZ is on a decline and seems to be going the way of cigarettes. It may not be that big of a bull case, as described here. 

Having said that I still own stocks of Titagarh Industries tho 😄","  india unlike east asiachina is not a drinking society also in the us alcohol amongst genz is on a decline and seems to be going the way of cigarettes it may not be that big of a bull case as described here 

having said that i still own stocks of titagarh industries tho ",india unlike east asiachina drinking society also u alcohol amongst genz decline seems going way cigarette may big bull case described said still stock titagarh industry tho
2024-12-02 14:48:55+00:00,"@CryptoTony__ 🚀 Explore top-tier DeFi trading with $RCOF Finance! Our autonomous AI platform offers low fees and access to 10,000+ assets, including stocks, bonds, and high leverage options up to 1:1000. Don't miss out on the future of trading.

#DeFi #Crypto #AI #RCOF

X @Rcofinance https://t.co/serwDSPKa0","  explore toptier defi trading with rcof finance our autonomous ai platform offers low fees and access to  assets including stocks bonds and high leverage options up to  dont miss out on the future of trading

   

x  ",explore toptier defi trading rcof finance autonomous ai platform offer low fee access asset including stock bond high leverage option dont miss future trading x
2024-12-02 14:48:53+00:00,"@WClementeIII I came across a stock investment analyst by chance

@75Magi

His unique analysis and insights gave me a new perspective.

As a test, I bought two stocks he recommended and made $50,000 in two weeks.

Thank him very much"," i came across a stock investment analyst by chance



his unique analysis and insights gave me a new perspective

as a test i bought two stocks he recommended and made  in two weeks

thank him very much",came across stock investment analyst chance unique analysis insight gave new perspective test bought two stock recommended made two week thank much
2024-12-02 14:48:53+00:00,"@Banana3Stocks I stumbled upon this blogger @Speculators_

After watching him for a while and seeing how accurate his trades were, I followed his advice and bought the same stocks as him and made $125,300.

I think everyone should follow him, this is amazing"," i stumbled upon this blogger 

after watching him for a while and seeing how accurate his trades were i followed his advice and bought the same stocks as him and made 

i think everyone should follow him this is amazing",stumbled upon blogger watching seeing accurate trade followed advice bought stock made think everyone follow amazing
2024-12-02 14:48:49+00:00,"@JamesBoydCS I have been losing money in the stock market before. @Adityafajarkus2 is my luck. His posts share rising stocks for free every day. I have made 50,000 US dollars now. Thank you so much.", i have been losing money in the stock market before  is my luck his posts share rising stocks for free every day i have made  us dollars now thank you so much,losing money stock market luck post share rising stock free every day made u dollar thank much
2024-12-02 14:48:48+00:00,"@crypto_queen_x Also follow this guy @AmbriaLatay

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing."," also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:48+00:00,"@MichelleMaxwell @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:42+00:00,"@TheMoonHailey Also follow this guy @qudsiakhan100

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing."," also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:42+00:00,"@StogsAndStoics @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:41+00:00,"@CryptoDonAlt Recession resistant stocks, precious metals/gems, t-bills, btc", recession resistant stocks precious metalsgems tbills btc,recession resistant stock precious metalsgems tbills btc
2024-12-02 14:48:39+00:00,"@WhalePenny The friend mentioned by the teacher before

@ahmedyoussefbad 

After following him, I found that he shared stocks for free every day. I followed his advice and bought the same stocks and made a profit of $60,000.

Thank him very much"," the friend mentioned by the teacher before

 

after following him i found that he shared stocks for free every day i followed his advice and bought the same stocks and made a profit of 

thank him very much",friend mentioned teacher following found shared stock free every day followed advice bought stock made profit thank much
2024-12-02 14:48:37+00:00,"@JesusMartinezEZ I came across a stock investment analyst by chance

@75Magi

His unique analysis and insights gave me a new perspective.

As a test, I bought two stocks he recommended and made $50,000 in two weeks.

Thank him very much"," i came across a stock investment analyst by chance



his unique analysis and insights gave me a new perspective

as a test i bought two stocks he recommended and made  in two weeks

thank him very much",came across stock investment analyst chance unique analysis insight gave new perspective test bought two stock recommended made two week thank much
2024-12-02 14:48:37+00:00,Stocks Skyrocket! What's Fueling the Quantum Computing Boom? - https://t.co/Iy9DKnjS0y https://t.co/fGQTZpmHEi #QuantumComputing,stocks skyrocket whats fueling the quantum computing boom    ,stock skyrocket whats fueling quantum computing boom
2024-12-02 14:48:36+00:00,Quantum Computing's Big Leap: Investment Fuels Stocks and Innovation Worldwide https://t.co/nsy1a8nd4h #QuantumComputing,quantum computings big leap investment fuels stocks and innovation worldwide  ,quantum computing big leap investment fuel stock innovation worldwide
2024-12-02 14:48:35+00:00,"@proverbs_18_2 @80IQmindset mNav is isually for High yield stocks,  they usually have to respect a ratio to be able to pay the yield n have a stable price.",  mnav is isually for high yield stocks  they usually have to respect a ratio to be able to pay the yield n have a stable price,mnav isually high yield stock usually respect ratio able pay yield n stable price
2024-12-02 14:48:35+00:00,"@reallouiehuey @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:35+00:00,"🎄 Dasher’s Daily Deals are Here 🎄

It’s Day 2 of Dasher’s Daily Deals at Massy Stores.

Available at all 23 locations on Monday 2nd December 2024, while stocks last!

#MassyStores  #Day2 #DashersDailyDeals https://t.co/DfblZ07obc"," dashers daily deals are here 

its day  of dashers daily deals at massy stores

available at all  locations on monday nd december  while stocks last

    ",dashers daily deal day dashers daily deal massy store available location monday nd december stock last
2024-12-02 14:48:34+00:00,"Fintech Stocks Have Taken Off. Don’t Buy Yet, These Analysts Say. https://t.co/nhvXclKrV9",fintech stocks have taken off dont buy yet these analysts say ,fintech stock taken dont buy yet analyst say
2024-12-02 14:48:32+00:00,"Best and worst performing stocks for November 2024: EUNISELL leads with a 242.88% surge, while OANDO falls by 27.55%. #stockmarketnews  #FinanceNews  #investing  #StocksInFocus  #MarketUpdates  #november2024 #nigeriastory https://t.co/s3DdPw1lsY",best and worst performing stocks for november  eunisell leads with a  surge while oando falls by              ,best worst performing stock november eunisell lead surge oando fall
2024-12-02 14:48:30+00:00,"@WClementeIII Also follow this guy @AmbriaLatay

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing."," also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:30+00:00,"BTC Dominance Tumbles as Altcoins Rumble: Crypto Daybook Americas
Bitcoin is starting the week on a despondent note, trading 2% lower at $95,000 amid risk-off sentiment in traditional markets. European stocks are falling and the euro is diving against the dollar as concern the… https://t.co/25GXkGyoqR","btc dominance tumbles as altcoins rumble crypto daybook americas
bitcoin is starting the week on a despondent note trading  lower at  amid riskoff sentiment in traditional markets european stocks are falling and the euro is diving against the dollar as concern the ",btc dominance tumble altcoins rumble crypto daybook america bitcoin starting week despondent note trading lower amid riskoff sentiment traditional market european stock falling euro diving dollar concern
2024-12-02 14:48:29+00:00,"I have been investing and trading since 1987. One thing to know if you don’t know…stocks like $AMPX and $ACHR, $KULR can violently move up or down in minutes, hours etc. If trading a short time horizon your emotions will get decimated if not careful.",i have been investing and trading since  one thing to know if you dont knowstocks like ampx and achr kulr can violently move up or down in minutes hours etc if trading a short time horizon your emotions will get decimated if not careful,investing trading since one thing know dont knowstocks like ampx achr kulr violently move minute hour etc trading short time horizon emotion get decimated careful
2024-12-02 14:48:29+00:00,@InvestRepeat Microcap stocks is only basket where FII has nothing to sell 😂, microcap stocks is only basket where fii has nothing to sell ,microcap stock basket fii nothing sell
2024-12-02 14:48:28+00:00,"@TheDonOfApes I came across a stock investment analyst by chance

@75Magi

His unique analysis and insights gave me a new perspective.

As a test, I bought two stocks he recommended and made $50,000 in two weeks.

Thank him very much"," i came across a stock investment analyst by chance



his unique analysis and insights gave me a new perspective

as a test i bought two stocks he recommended and made  in two weeks

thank him very much",came across stock investment analyst chance unique analysis insight gave new perspective test bought two stock recommended made two week thank much
2024-12-02 14:48:26+00:00,@80IQmindset MSTR is not an etf! Stop comparing it to one. What equity are you invested in?  Microsoft? Nvdia? Meta? So these stocks should be valued at their net assets? MSTf has assets of 512mm on their balance sheet yet market cap of 3trillion. And that 512mm prob includes goodwill etc… https://t.co/JO4Dit12Om, mstr is not an etf stop comparing it to one what equity are you invested in  microsoft nvdia meta so these stocks should be valued at their net assets mstf has assets of mm on their balance sheet yet market cap of trillion and that mm prob includes goodwill etc ,mstr etf stop comparing one equity invested microsoft nvdia meta stock valued net asset mstf asset mm balance sheet yet market cap trillion mm prob includes goodwill etc
2024-12-02 14:48:26+00:00,"★ Cyber Monday Sale ★ December's Winning Stocks: Stock Picks Based on AI ★ I Know First Webinar Replay: Discover the Top 10 Stock Picks for the End of the Year Using AI &gt;&gt; https://t.co/K6tNzzGTrG 

#stocks #stockmarket #stocktrading #investing https://t.co/sRsXisU3UI"," cyber monday sale  decembers winning stocks stock picks based on ai  i know first webinar replay discover the top  stock picks for the end of the year using ai gtgt  

    ",cyber monday sale december winning stock stock pick based ai know first webinar replay discover top stock pick end year using ai gtgt
2024-12-02 14:48:25+00:00,"The key to wealth? Patience. Whether in stocks, real estate, or business, long-term thinking beats short-term moves.",the key to wealth patience whether in stocks real estate or business longterm thinking beats shortterm moves,key wealth patience whether stock real estate business longterm thinking beat shortterm move
2024-12-02 14:48:25+00:00,"@TheBTCTherapist Also follow this guy @qudsiakhan100

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing."," also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:24+00:00,"@Gotzeuus @CryptoRiseGroup The friend mentioned by the teacher before

@ahmedyoussefbad 

After following him, I found that he shared stocks for free every day. I followed his advice and bought the same stocks and made a profit of $60,000.

Thank him very much","  the friend mentioned by the teacher before

 

after following him i found that he shared stocks for free every day i followed his advice and bought the same stocks and made a profit of 

thank him very much",friend mentioned teacher following found shared stock free every day followed advice bought stock made profit thank much
2024-12-02 14:48:23+00:00,"@SassCat248 @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:19+00:00,"@MikeZaccardi I came across a stock investment analyst by chance

@75Magi

His unique analysis and insights gave me a new perspective.

As a test, I bought two stocks he recommended and made $50,000 in two weeks.

Thank him very much"," i came across a stock investment analyst by chance



his unique analysis and insights gave me a new perspective

as a test i bought two stocks he recommended and made  in two weeks

thank him very much",came across stock investment analyst chance unique analysis insight gave new perspective test bought two stock recommended made two week thank much
2024-12-02 14:48:17+00:00,"Plenty of growth stocks trading at low valuations.

Here’s two that I like right now: 

1) $LGCY | Legacy Education
2) $GAMB | Gambling Group

What are some other growth stocks trading at low valuations?","plenty of growth stocks trading at low valuations

heres two that i like right now 

 lgcy  legacy education
 gamb  gambling group

what are some other growth stocks trading at low valuations",plenty growth stock trading low valuation here two like right lgcy legacy education gamb gambling group growth stock trading low valuation
2024-12-02 14:48:13+00:00,"@floridanow1 @XDOGENEWS Read Income Tax: Shattering the Myths by Dave Champion

Citizens are trespassing into the law.  IRS knows this and takes the money anyway.  Correct this.  

Ex: $50k salary, $10k stocks.  Taxable income is $10k.  Incorrectly pays on $60k.","  read income tax shattering the myths by dave champion

citizens are trespassing into the law  irs knows this and takes the money anyway  correct this  

ex k salary k stocks  taxable income is k  incorrectly pays on k",read income tax shattering myth dave champion citizen trespassing law irs know take money anyway correct ex k salary k stock taxable income k incorrectly pay k
2024-12-02 14:48:10+00:00,"@TheLongInvest I stumbled upon this blogger @Speculators_

After watching him for a while and seeing how accurate his trades were, I followed his advice and bought the same stocks as him and made $125,300.

I think everyone should follow him, this is amazing"," i stumbled upon this blogger 

after watching him for a while and seeing how accurate his trades were i followed his advice and bought the same stocks as him and made 

i think everyone should follow him this is amazing",stumbled upon blogger watching seeing accurate trade followed advice bought stock made think everyone follow amazing
2024-12-02 14:48:09+00:00,"@LissaKEvans @vicderbyshire Crap ""novelists"" demands the stocks for thoughts...",  crap novelists demands the stocks for thoughts,crap novelist demand stock thought
2024-12-02 14:48:08+00:00,"@ShardiB2 Also follow this guy @qudsiakhan100

His recent trades were so accurate, I followed his advice and bought the same stocks and made $80k profit.

I think everyone should try to follow. It's amazing."," also follow this guy 

his recent trades were so accurate i followed his advice and bought the same stocks and made k profit

i think everyone should try to follow its amazing",also follow guy recent trade accurate followed advice bought stock made k profit think everyone try follow amazing
2024-12-02 14:48:05+00:00,"Plenty of growth stocks trading at low valuations.

Here’s two I like right now: 

1) $LGCY | Legacy Education
2) $GAMB | Gambling Group

What are some other growth stocks trading at low valuations?","plenty of growth stocks trading at low valuations

heres two i like right now 

 lgcy  legacy education
 gamb  gambling group

what are some other growth stocks trading at low valuations",plenty growth stock trading low valuation here two like right lgcy legacy education gamb gambling group growth stock trading low valuation
